freq,psd_x,psd_y,psd_z,psd_xyz
82.0,3.773e+03,8.620e+03,7.533e+04,8.773e+04
83.5,3.141e+03,7.693e+03,6.370e+04,7.454e+04
85.1,2.464e+03,5.873e+03,5.696e+04,6.530e+04
86.6,2.429e+03,4.867e+03,5.011e+04,5.741e+04
88.1,2.239e+03,3.969e+03,4.187e+04,4.808e+04
89.6,1.748e+03,3.025e+03,3.153e+04,3.630e+04
91.1,1.321e+03,2.536e+03,2.376e+04,2.762e+04
92.6,1.076e+03,2.351e+03,1.762e+04,2.105e+04
94.2,1.233e+03,2.081e+03,1.562e+04,1.893e+04
95.7,1.048e+03,1.271e+03,2.277e+04,2.509e+04
97.2,9.321e+02,8.118e+02,2.914e+04,3.089e+04
98.7,7.338e+03,2.132e+03,4.319e+04,5.266e+04
100.2,1.774e+04,5.763e+03,5.865e+04,8.216e+04
101.8,4.076e+03,3.710e+03,4.117e+04,4.896e+04
103.3,4.241e+03,5.314e+03,3.893e+04,4.849e+04
104.8,4.924e+03,5.459e+03,3.643e+04,4.681e+04
106.3,1.723e+03,1.838e+03,3.411e+04,3.767e+04
107.8,7.520e+02,7.059e+02,2.824e+04,2.970e+04
109.4,2.155e+03,2.300e+03,2.904e+04,3.349e+04
110.9,1.282e+04,1.425e+04,2.733e+04,5.440e+04
112.4,2.849e+04,2.983e+04,1.950e+04,7.782e+04
113.9,3.407e+04,3.597e+04,1.779e+04,8.783e+04
115.4,3.415e+04,3.039e+04,1.607e+04,8.062e+04
116.9,3.291e+04,2.594e+04,1.402e+04,7.287e+04
118.5,3.328e+04,2.966e+04,1.356e+04,7.650e+04
120.0,3.770e+04,3.937e+04,1.404e+04,9.110e+04
121.5,4.404e+04,4.890e+04,1.633e+04,1.093e+05
123.0,4.487e+04,4.870e+04,1.831e+04,1.119e+05
124.5,4.289e+04,4.565e+04,2.040e+04,1.089e+05
126.1,4.148e+04,4.272e+04,2.304e+04,1.072e+05
127.6,3.863e+04,3.817e+04,2.384e+04,1.006e+05
129.1,3.505e+04,3.274e+04,2.343e+04,9.123e+04
130.6,3.171e+04,2.836e+04,2.248e+04,8.255e+04
132.1,2.479e+04,2.164e+04,1.911e+04,6.555e+04
133.7,7.065e+03,7.241e+03,6.767e+03,2.107e+04
135.2,1.937e+03,3.279e+03,2.740e+03,7.957e+03
136.7,1.688e+03,3.106e+03,2.002e+03,6.797e+03
138.2,2.007e+03,3.273e+03,1.720e+03,7.000e+03
139.7,1.360e+04,6.988e+03,2.665e+03,2.325e+04
141.2,1.580e+04,7.755e+03,2.936e+03,2.649e+04
142.8,2.881e+03,3.772e+03,1.950e+03,8.602e+03
144.3,2.368e+03,3.645e+03,2.053e+03,8.066e+03
145.8,2.643e+03,3.982e+03,2.464e+03,9.089e+03
147.3,3.302e+03,4.577e+03,3.026e+03,1.090e+04
148.8,4.639e+03,5.976e+03,3.944e+03,1.456e+04
150.4,6.279e+03,7.412e+03,5.910e+03,1.960e+04
151.9,7.130e+03,8.051e+03,7.412e+03,2.259e+04
153.4,7.154e+03,8.454e+03,7.289e+03,2.290e+04
154.9,6.707e+03,8.112e+03,6.499e+03,2.132e+04
156.4,5.876e+03,7.126e+03,5.313e+03,1.831e+04
158.0,5.228e+03,6.362e+03,4.469e+03,1.606e+04
159.5,5.089e+03,5.765e+03,5.644e+03,1.650e+04
161.0,5.816e+03,5.804e+03,8.738e+03,2.036e+04
162.5,6.329e+03,6.428e+03,9.280e+03,2.204e+04
164.0,5.662e+03,6.701e+03,7.543e+03,1.991e+04
165.5,6.059e+03,6.679e+03,9.284e+03,2.202e+04
167.1,8.483e+03,7.293e+03,1.549e+04,3.126e+04
168.6,1.195e+04,8.786e+03,2.295e+04,4.369e+04
170.1,1.575e+04,1.168e+04,3.011e+04,5.753e+04
171.6,1.995e+04,1.548e+04,3.571e+04,7.114e+04
173.1,2.338e+04,1.830e+04,3.922e+04,8.091e+04
174.7,2.511e+04,1.854e+04,4.147e+04,8.512e+04
176.2,2.629e+04,1.871e+04,4.318e+04,8.819e+04
177.7,2.758e+04,1.984e+04,4.667e+04,9.408e+04
179.2,2.923e+04,2.148e+04,5.221e+04,1.029e+05
180.7,3.293e+04,2.306e+04,6.258e+04,1.186e+05
182.3,3.682e+04,2.482e+04,7.332e+04,1.350e+05
183.8,3.873e+04,2.684e+04,8.002e+04,1.456e+05
185.3,3.927e+04,3.017e+04,8.408e+04,1.535e+05
186.8,4.138e+04,3.391e+04,9.119e+04,1.665e+05
188.3,4.527e+04,3.615e+04,1.014e+05,1.828e+05
189.8,4.917e+04,3.782e+04,1.137e+05,2.007e+05
191.4,5.409e+04,3.957e+04,1.289e+05,2.225e+05
192.9,6.026e+04,3.975e+04,1.460e+05,2.460e+05
194.4,6.435e+04,4.042e+04,1.521e+05,2.569e+05
195.9,6.758e+04,3.752e+04,1.617e+05,2.668e+05
197.4,7.116e+04,3.185e+04,1.746e+05,2.776e+05
199.0,7.520e+04,2.811e+04,1.870e+05,2.903e+05
