freq,psd_x,psd_y,psd_z,psd_xyz
59.3,6.689e+03,6.303e+03,1.076e+06,1.089e+06
60.8,8.604e+03,9.150e+03,1.638e+06,1.656e+06
62.3,1.106e+04,1.378e+04,1.910e+06,1.934e+06
63.8,1.401e+04,1.874e+04,1.924e+06,1.957e+06
65.4,1.157e+04,2.257e+04,1.877e+06,1.911e+06
66.9,9.870e+03,2.460e+04,1.557e+06,1.591e+06
68.4,1.117e+04,2.576e+04,1.121e+06,1.158e+06
69.9,1.279e+04,2.823e+04,8.982e+05,9.392e+05
71.4,1.567e+04,3.145e+04,7.326e+05,7.797e+05
73.0,1.916e+04,3.330e+04,5.535e+05,6.060e+05
74.5,1.855e+04,3.082e+04,4.058e+05,4.552e+05
76.0,1.751e+04,2.789e+04,2.909e+05,3.363e+05
77.5,1.574e+04,2.450e+04,1.969e+05,2.372e+05
79.0,1.335e+04,2.030e+04,1.370e+05,1.707e+05
80.6,1.088e+04,1.594e+04,1.034e+05,1.302e+05
82.1,8.183e+03,1.141e+04,7.386e+04,9.345e+04
83.6,5.762e+03,8.165e+03,5.283e+04,6.676e+04
85.1,4.066e+03,5.848e+03,4.648e+04,5.639e+04
86.6,3.696e+03,5.269e+03,4.661e+04,5.558e+04
88.2,4.223e+03,5.823e+03,4.629e+04,5.634e+04
89.7,4.110e+03,5.995e+03,3.909e+04,4.920e+04
91.2,3.756e+03,6.062e+03,3.121e+04,4.103e+04
92.7,3.439e+03,6.089e+03,2.326e+04,3.279e+04
94.2,3.787e+03,6.505e+03,1.878e+04,2.907e+04
95.8,3.234e+03,5.358e+03,2.414e+04,3.273e+04
97.3,1.844e+03,3.343e+03,3.048e+04,3.567e+04
98.8,1.189e+03,2.421e+03,2.984e+04,3.345e+04
100.3,1.458e+03,2.047e+03,3.282e+04,3.633e+04
101.8,1.680e+03,2.375e+03,2.913e+04,3.318e+04
103.4,1.886e+03,3.464e+03,2.883e+04,3.418e+04
104.9,1.355e+03,2.678e+03,3.218e+04,3.622e+04
106.4,8.462e+02,9.768e+02,3.414e+04,3.597e+04
107.9,4.775e+02,5.988e+02,3.547e+04,3.654e+04
109.4,3.553e+02,6.194e+02,3.408e+04,3.505e+04
111.0,1.411e+03,1.700e+03,3.137e+04,3.449e+04
112.5,5.724e+03,6.118e+03,2.418e+04,3.602e+04
114.0,1.465e+04,1.240e+04,1.265e+04,3.970e+04
115.5,2.125e+04,1.266e+04,8.965e+03,4.288e+04
117.0,2.493e+04,1.738e+04,8.392e+03,5.070e+04
118.6,2.868e+04,2.878e+04,7.810e+03,6.527e+04
120.1,3.003e+04,3.488e+04,6.950e+03,7.186e+04
121.6,2.928e+04,3.466e+04,6.496e+03,7.043e+04
123.1,3.024e+04,3.369e+04,6.682e+03,7.062e+04
124.6,3.046e+04,3.264e+04,7.200e+03,7.030e+04
126.2,3.257e+04,3.468e+04,9.090e+03,7.634e+04
127.7,3.575e+04,3.834e+04,1.309e+04,8.718e+04
129.2,3.695e+04,3.827e+04,1.636e+04,9.158e+04
130.7,3.809e+04,3.545e+04,1.958e+04,9.311e+04
132.2,3.329e+04,2.749e+04,2.027e+04,8.105e+04
133.8,1.088e+04,8.690e+03,9.102e+03,2.868e+04
135.3,2.844e+03,2.049e+03,5.691e+03,1.058e+04
136.8,3.101e+03,1.871e+03,6.758e+03,1.173e+04
138.3,3.538e+03,2.047e+03,7.316e+03,1.290e+04
139.8,3.808e+03,2.110e+03,7.085e+03,1.300e+04
141.4,3.570e+03,2.191e+03,6.217e+03,1.198e+04
142.9,3.308e+03,2.194e+03,5.333e+03,1.084e+04
144.4,3.218e+03,2.050e+03,4.814e+03,1.008e+04
145.9,3.253e+03,2.140e+03,5.120e+03,1.051e+04
147.4,3.501e+03,2.558e+03,5.613e+03,1.167e+04
149.0,4.350e+03,3.336e+03,6.221e+03,1.391e+04
150.5,5.611e+03,4.182e+03,7.515e+03,1.731e+04
152.0,6.484e+03,4.722e+03,8.621e+03,1.983e+04
153.5,7.115e+03,5.110e+03,9.477e+03,2.170e+04
155.0,7.616e+03,5.599e+03,1.004e+04,2.326e+04
156.6,7.703e+03,5.961e+03,9.406e+03,2.307e+04
158.1,6.736e+03,5.689e+03,7.264e+03,1.969e+04
159.6,4.802e+03,4.345e+03,5.262e+03,1.441e+04
161.1,3.957e+03,3.522e+03,4.438e+03,1.192e+04
162.6,2.971e+03,2.966e+03,3.227e+03,9.163e+03
164.2,3.706e+03,2.848e+03,5.319e+03,1.187e+04
165.7,4.813e+03,2.878e+03,7.358e+03,1.505e+04
167.2,4.562e+03,2.548e+03,6.187e+03,1.330e+04
168.7,6.380e+03,2.971e+03,8.608e+03,1.796e+04
170.2,9.253e+03,3.974e+03,1.293e+04,2.616e+04
171.8,1.272e+04,5.380e+03,1.819e+04,3.629e+04
173.3,1.693e+04,7.077e+03,2.373e+04,4.774e+04
174.8,1.952e+04,7.812e+03,2.649e+04,5.382e+04
176.3,2.130e+04,8.342e+03,2.928e+04,5.893e+04
177.8,2.403e+04,9.982e+03,3.556e+04,6.957e+04
179.4,2.785e+04,1.161e+04,4.394e+04,8.341e+04
180.9,3.133e+04,1.322e+04,5.252e+04,9.707e+04
182.4,3.583e+04,1.540e+04,6.438e+04,1.156e+05
183.9,4.187e+04,1.711e+04,8.227e+04,1.413e+05
185.4,4.776e+04,1.848e+04,1.008e+05,1.671e+05
187.0,5.223e+04,1.980e+04,1.167e+05,1.887e+05
188.5,6.012e+04,2.181e+04,1.437e+05,2.256e+05
190.0,6.470e+04,2.372e+04,1.564e+05,2.449e+05
191.5,6.756e+04,2.410e+04,1.686e+05,2.602e+05
193.0,6.732e+04,2.369e+04,1.739e+05,2.649e+05
194.6,6.556e+04,2.451e+04,1.712e+05,2.613e+05
196.1,6.473e+04,2.385e+04,1.710e+05,2.596e+05
197.6,6.381e+04,2.340e+04,1.710e+05,2.582e+05
199.1,5.571e+04,2.146e+04,1.471e+05,2.242e+05
